run_id,ID,trial_type,stimulus_name,response,trial_category
15,6t4mp6pdc,survey-text,"""","{""instructions4"":""what would happen if EVERYONE felt at liberty to leave the line and how much better or worse off everyone would be if everyone stayed in line""}",instructions
15,6t4mp6pdc,video-slider-response,maybe_line_new_3_1cut,-45,maybe_1
15,6t4mp6pdc,video-slider-response,maybe_line_new_6_1cut,-49,maybe_1
15,6t4mp6pdc,video-slider-response,no_line_1_1cut,43,no_1
15,6t4mp6pdc,video-slider-response,yes_line_7_1cut,-48,yes_1
15,6t4mp6pdc,video-slider-response,no_line_3_1cut,23,no_1
15,6t4mp6pdc,video-slider-response,maybe_line_new_2_1cut,7,maybe_1
15,6t4mp6pdc,video-slider-response,maybe_line_new_1_1cut,-11,maybe_1
15,6t4mp6pdc,video-slider-response,yes_line_8_1cut,-45,yes_1
15,6t4mp6pdc,video-slider-response,yes_line_10_1cut,-50,yes_1
15,6t4mp6pdc,video-slider-response,maybe_line_new_4_1cut,8,maybe_1
15,6t4mp6pdc,video-slider-response,maybe_line_new_5_1cut,-47,maybe_1
15,6t4mp6pdc,video-slider-response,yes_line_9_1cut,7,yes_1
15,6t4mp6pdc,video-slider-response,no_line_2_1cut,45,no_1
15,6t4mp6pdc,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""no""},{""name"":""age"",""value"":""35""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""The instructions should make it clear that there can be multiple types of water sources.""}]",debrief
15,6t4mp6pdc,html-keyboard-response,"""", ,""""
17,ayq8yj6hc,preload,"""","""",""""
17,ayq8yj6hc,html-keyboard-response,"""", ,""""
17,ayq8yj6hc,html-keyboard-response,"""",y,""""
17,ayq8yj6hc,survey-text,"""","{""instructions1"":""Collect water and place it in the wooden bucket.""}",instructions
17,ayq8yj6hc,survey-text,"""","{""instructions2"":""1""}",instructions
17,ayq8yj6hc,survey-text,"""","{""instructions4"":""How everyone else would feel in regards to staying in line or leaving the line.""}",instructions
17,ayq8yj6hc,video-slider-response,no_line_3_1cut,45,no_1
17,ayq8yj6hc,video-slider-response,yes_line_9_1cut,-35,yes_1
17,ayq8yj6hc,video-slider-response,no_line_2_1cut,50,no_1
17,ayq8yj6hc,video-slider-response,no_line_1_1cut,50,no_1
17,ayq8yj6hc,video-slider-response,maybe_line_new_5_1cut,-50,maybe_1
17,ayq8yj6hc,video-slider-response,maybe_line_new_1_1cut,-41,maybe_1
17,ayq8yj6hc,video-slider-response,maybe_line_new_2_1cut,-48,maybe_1
17,ayq8yj6hc,video-slider-response,maybe_line_new_4_1cut,-25,maybe_1
17,ayq8yj6hc,video-slider-response,yes_line_10_1cut,-50,yes_1
17,ayq8yj6hc,video-slider-response,maybe_line_new_6_1cut,-33,maybe_1
17,ayq8yj6hc,video-slider-response,maybe_line_new_3_1cut,21,maybe_1
17,ayq8yj6hc,video-slider-response,yes_line_8_1cut,-50,yes_1
17,ayq8yj6hc,video-slider-response,yes_line_7_1cut,-50,yes_1
17,ayq8yj6hc,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No""},{""name"":""age"",""value"":""33""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""None""}]",debrief
17,ayq8yj6hc,html-keyboard-response,"""", ,""""
18,5qrg0dtdr,preload,"""","""",""""
18,5qrg0dtdr,html-keyboard-response,"""", ,""""
18,5qrg0dtdr,html-keyboard-response,"""",y,""""
18,5qrg0dtdr,survey-text,"""","{""instructions1"":""Each person needs to collect one bucket of water for each level the fastest for more points.""}",instructions
18,5qrg0dtdr,survey-text,"""","{""instructions2"":""One""}",instructions
18,5qrg0dtdr,survey-text,"""","{""instructions4"":""What would happen if everyone left the line instead of staying in line. Then how much better or worse it would be if everyone did stay in line.""}",instructions
18,5qrg0dtdr,video-slider-response,yes_line_8_1cut,-50,yes_1
18,5qrg0dtdr,video-slider-response,no_line_1_1cut,50,no_1
18,5qrg0dtdr,video-slider-response,no_line_3_1cut,-12,no_1
18,5qrg0dtdr,video-slider-response,yes_line_9_1cut,-50,yes_1
18,5qrg0dtdr,video-slider-response,maybe_line_new_5_1cut,-50,maybe_1
18,5qrg0dtdr,video-slider-response,yes_line_10_1cut,-50,yes_1
18,5qrg0dtdr,video-slider-response,no_line_2_1cut,-1,no_1
18,5qrg0dtdr,video-slider-response,maybe_line_new_1_1cut,0,maybe_1
18,5qrg0dtdr,video-slider-response,maybe_line_new_3_1cut,26,maybe_1
18,5qrg0dtdr,video-slider-response,maybe_line_new_4_1cut,-30,maybe_1
18,5qrg0dtdr,video-slider-response,maybe_line_new_2_1cut,1,maybe_1
18,5qrg0dtdr,video-slider-response,maybe_line_new_6_1cut,-50,maybe_1
18,5qrg0dtdr,video-slider-response,yes_line_7_1cut,-50,yes_1
18,5qrg0dtdr,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""None""},{""name"":""age"",""value"":""49""},{""name"":""gender"",""value"":""female""},{""name"":""comments"",""value"":""None""}]",debrief
18,5qrg0dtdr,html-keyboard-response,"""", ,""""
19,cyfv1xre1,preload,"""","""",""""
19,cyfv1xre1,html-keyboard-response,"""", ,""""
19,cyfv1xre1,html-keyboard-response,"""",y,""""
19,cyfv1xre1,survey-text,"""","{""instructions1"":""get water in wooden bucket""}",instructions
19,cyfv1xre1,survey-text,"""","{""instructions2"":""1""}",instructions
19,cyfv1xre1,survey-text,"""","{""instructions4"":""what happens if all leave and better or worse to stay in line""}",instructions
19,cyfv1xre1,video-slider-response,yes_line_9_1cut,-46,yes_1
19,cyfv1xre1,video-slider-response,maybe_line_new_6_1cut,0,maybe_1
19,cyfv1xre1,video-slider-response,yes_line_7_1cut,-7,yes_1
19,cyfv1xre1,video-slider-response,yes_line_8_1cut,-37,yes_1
19,cyfv1xre1,video-slider-response,maybe_line_new_1_1cut,9,maybe_1
19,cyfv1xre1,video-slider-response,yes_line_10_1cut,-50,yes_1
19,cyfv1xre1,video-slider-response,maybe_line_new_3_1cut,44,maybe_1
19,cyfv1xre1,video-slider-response,maybe_line_new_4_1cut,19,maybe_1
19,cyfv1xre1,video-slider-response,maybe_line_new_2_1cut,37,maybe_1
19,cyfv1xre1,video-slider-response,no_line_1_1cut,50,no_1
19,cyfv1xre1,video-slider-response,maybe_line_new_5_1cut,-49,maybe_1
19,cyfv1xre1,video-slider-response,no_line_2_1cut,40,no_1
19,cyfv1xre1,video-slider-response,no_line_3_1cut,50,no_1
19,cyfv1xre1,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""no""},{""name"":""age"",""value"":""54""},{""name"":""gender"",""value"":""female""},{""name"":""comments"",""value"":""I have been enjoying these""}]",debrief
19,cyfv1xre1,html-keyboard-response,"""", ,""""
2,7m4u2l1no,preload,"""","""",""""
2,7m4u2l1no,html-keyboard-response,"""", ,""""
2,7m4u2l1no,html-keyboard-response,"""",y,""""
2,7m4u2l1no,survey-text,"""","{""instructions1"":""To get one bucket of water and return it as fast as they can""}",instructions
2,7m4u2l1no,survey-text,"""","{""instructions2"":""1""}",instructions
2,7m4u2l1no,survey-text,"""","{""instructions4"":""What would happen if everyone left the line, and how better or worse it'd be if everyone stayed in line.""}",instructions
2,7m4u2l1no,video-slider-response,no_line_2_1cut,50,no_1
2,7m4u2l1no,video-slider-response,no_line_1_1cut,28,no_1
2,7m4u2l1no,video-slider-response,maybe_line_new_1_1cut,13,maybe_1
2,7m4u2l1no,video-slider-response,yes_line_10_1cut,-25,yes_1
2,7m4u2l1no,video-slider-response,maybe_line_new_6_1cut,-31,maybe_1
2,7m4u2l1no,video-slider-response,maybe_line_new_2_1cut,15,maybe_1
2,7m4u2l1no,video-slider-response,maybe_line_new_5_1cut,-50,maybe_1
2,7m4u2l1no,video-slider-response,no_line_3_1cut,30,no_1
2,7m4u2l1no,video-slider-response,yes_line_8_1cut,-30,yes_1
2,7m4u2l1no,video-slider-response,yes_line_9_1cut,-20,yes_1
2,7m4u2l1no,video-slider-response,yes_line_7_1cut,-35,yes_1
2,7m4u2l1no,video-slider-response,maybe_line_new_4_1cut,14,maybe_1
2,7m4u2l1no,video-slider-response,maybe_line_new_3_1cut,-17,maybe_1
2,7m4u2l1no,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No""},{""name"":""age"",""value"":""23""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""Thanks, fun stuff.""}]",debrief
2,7m4u2l1no,html-keyboard-response,"""", ,""""
25,cwna6yvlm,preload,"""","""",""""
25,cwna6yvlm,html-keyboard-response,"""", ,""""
25,cwna6yvlm,html-keyboard-response,"""",y,""""
25,cwna6yvlm,survey-text,"""","{""instructions1"":""collect water and store in bucket as fast as possible""}",instructions
25,cwna6yvlm,survey-text,"""","{""instructions2"":""one""}",instructions
25,cwna6yvlm,survey-text,"""","{""instructions4"":""what would happen if everyone left the line and if it would be better or worse if they stayed in line""}",instructions
25,cwna6yvlm,video-slider-response,yes_line_7_1cut,-50,yes_1
25,cwna6yvlm,video-slider-response,maybe_line_new_2_1cut,50,maybe_1
25,cwna6yvlm,video-slider-response,maybe_line_new_3_1cut,18,maybe_1
25,cwna6yvlm,video-slider-response,no_line_3_1cut,50,no_1
25,cwna6yvlm,video-slider-response,maybe_line_new_6_1cut,-33,maybe_1
25,cwna6yvlm,video-slider-response,yes_line_9_1cut,-40,yes_1
25,cwna6yvlm,video-slider-response,no_line_2_1cut,50,no_1
25,cwna6yvlm,video-slider-response,maybe_line_new_4_1cut,19,maybe_1
25,cwna6yvlm,video-slider-response,yes_line_8_1cut,-50,yes_1
25,cwna6yvlm,video-slider-response,yes_line_10_1cut,-50,yes_1
25,cwna6yvlm,video-slider-response,no_line_1_1cut,50,no_1
25,cwna6yvlm,video-slider-response,maybe_line_new_1_1cut,19,maybe_1
25,cwna6yvlm,video-slider-response,maybe_line_new_5_1cut,-50,maybe_1
25,cwna6yvlm,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""no""},{""name"":""age"",""value"":""35""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
25,cwna6yvlm,html-keyboard-response,"""", ,""""
23,glyy5f8pb,preload,"""","""",""""
23,glyy5f8pb,html-keyboard-response,"""", ,""""
23,glyy5f8pb,html-keyboard-response,"""",y,""""
23,glyy5f8pb,survey-text,"""","{""instructions1"":""The goal is for everyone to collect water from a source and then bring it back to storage buckets quickly.""}",instructions
23,glyy5f8pb,survey-text,"""","{""instructions2"":""1""}",instructions
23,glyy5f8pb,survey-text,"""","{""instructions4"":""What would happen if everyone could leave the line and quickly get water for themselves. Also, how much better or worse off everyone would be if everyone stayed in line.""}",instructions
23,glyy5f8pb,video-slider-response,maybe_line_new_1_1cut,17,maybe_1
23,glyy5f8pb,video-slider-response,no_line_3_1cut,-28,no_1
23,glyy5f8pb,video-slider-response,maybe_line_new_3_1cut,-10,maybe_1
23,glyy5f8pb,video-slider-response,no_line_1_1cut,27,no_1
23,glyy5f8pb,video-slider-response,yes_line_7_1cut,-13,yes_1
23,glyy5f8pb,video-slider-response,yes_line_8_1cut,-45,yes_1
23,glyy5f8pb,video-slider-response,yes_line_9_1cut,19,yes_1
23,glyy5f8pb,video-slider-response,maybe_line_new_4_1cut,5,maybe_1
23,glyy5f8pb,video-slider-response,maybe_line_new_2_1cut,18,maybe_1
23,glyy5f8pb,video-slider-response,yes_line_10_1cut,-50,yes_1
23,glyy5f8pb,video-slider-response,maybe_line_new_6_1cut,9,maybe_1
23,glyy5f8pb,video-slider-response,no_line_2_1cut,50,no_1
23,glyy5f8pb,video-slider-response,maybe_line_new_5_1cut,-48,maybe_1
23,glyy5f8pb,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No""},{""name"":""age"",""value"":""41""},{""name"":""gender"",""value"":""female""},{""name"":""comments"",""value"":""That was fun, thanks!""}]",debrief
23,glyy5f8pb,html-keyboard-response,"""", ,""""
20,pm97h7a47,preload,"""","""",""""
20,pm97h7a47,html-keyboard-response,"""", ,""""
20,pm97h7a47,html-keyboard-response,"""",y,""""
20,pm97h7a47,survey-text,"""","{""instructions1"":""To collect water and bring it back to the wooden storage buckets.""}",instructions
20,pm97h7a47,survey-text,"""","{""instructions2"":""one""}",instructions
20,pm97h7a47,survey-text,"""","{""instructions4"":""what would happen if everyone left the line and how much better or worse everyone would be if everyone stayed in line""}",instructions
20,pm97h7a47,video-slider-response,maybe_line_new_4_1cut,-15,maybe_1
20,pm97h7a47,video-slider-response,maybe_line_new_1_1cut,-34,maybe_1
20,pm97h7a47,video-slider-response,no_line_3_1cut,24,no_1
20,pm97h7a47,video-slider-response,yes_line_10_1cut,3,yes_1
20,pm97h7a47,video-slider-response,maybe_line_new_3_1cut,-33,maybe_1
20,pm97h7a47,video-slider-response,maybe_line_new_6_1cut,-33,maybe_1
20,pm97h7a47,video-slider-response,yes_line_7_1cut,-30,yes_1
20,pm97h7a47,video-slider-response,no_line_1_1cut,35,no_1
20,pm97h7a47,video-slider-response,no_line_2_1cut,-39,no_1
20,pm97h7a47,video-slider-response,yes_line_8_1cut,-29,yes_1
20,pm97h7a47,video-slider-response,maybe_line_new_5_1cut,-29,maybe_1
20,pm97h7a47,video-slider-response,yes_line_9_1cut,-24,yes_1
20,pm97h7a47,video-slider-response,maybe_line_new_2_1cut,3,maybe_1
20,pm97h7a47,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No""},{""name"":""age"",""value"":""37""},{""name"":""gender"",""value"":""female""},{""name"":""comments"",""value"":""n/a""}]",debrief
20,pm97h7a47,html-keyboard-response,"""", ,""""
26,fhv35yd8k,preload,"""","""",""""
26,fhv35yd8k,html-keyboard-response,"""", ,""""
26,fhv35yd8k,html-keyboard-response,"""",y,""""
26,fhv35yd8k,survey-text,"""","{""instructions1"":""Collect water from a water source and bring it back to the wooden storage bucket. The faster a person collects the bucket of water, the more points they receive.""}",instructions
26,fhv35yd8k,survey-text,"""","{""instructions2"":""each person can move one square per time step""}",instructions
26,fhv35yd8k,survey-text,"""","{""instructions4"":""What would happen if everyone felt at liberty to leave the line and try to get water faster for themselves, instead of everyone staying in line. Think about how much better or worse off everyone would be if everyone stayed in line.""}",instructions
26,fhv35yd8k,video-slider-response,maybe_line_new_5_1cut,-45,maybe_1
26,fhv35yd8k,video-slider-response,no_line_2_1cut,50,no_1
26,fhv35yd8k,video-slider-response,maybe_line_new_2_1cut,35,maybe_1
26,fhv35yd8k,video-slider-response,yes_line_8_1cut,12,yes_1
26,fhv35yd8k,video-slider-response,no_line_3_1cut,50,no_1
26,fhv35yd8k,video-slider-response,maybe_line_new_4_1cut,8,maybe_1
26,fhv35yd8k,video-slider-response,maybe_line_new_1_1cut,9,maybe_1
26,fhv35yd8k,video-slider-response,yes_line_7_1cut,-30,yes_1
26,fhv35yd8k,video-slider-response,maybe_line_new_6_1cut,6,maybe_1
26,fhv35yd8k,video-slider-response,yes_line_10_1cut,-22,yes_1
26,fhv35yd8k,video-slider-response,maybe_line_new_3_1cut,31,maybe_1
26,fhv35yd8k,video-slider-response,no_line_1_1cut,50,no_1
26,fhv35yd8k,video-slider-response,yes_line_9_1cut,-22,yes_1
26,fhv35yd8k,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""I did not experience any problems or bugs in the study.""},{""name"":""age"",""value"":""29""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""I have no additional comments to share.""}]",debrief
26,fhv35yd8k,html-keyboard-response,"""", ,""""
27,q8jmom16o,preload,"""","""",""""
27,q8jmom16o,html-keyboard-response,"""", ,""""
27,q8jmom16o,html-keyboard-response,"""",y,""""
27,q8jmom16o,survey-text,"""","{""instructions1"":""To collect a bucket of water and bring it to a wooden storage bucket as quickly as possible.""}",instructions
27,q8jmom16o,survey-text,"""","{""instructions2"":""1""}",instructions
27,q8jmom16o,survey-text,"""","{""instructions4"":""What would happen if everyone left the line to get water for themselves, and whether or not everyone would be better off if they stayed in line.""}",instructions
27,q8jmom16o,video-slider-response,no_line_1_1cut,25,no_1
27,q8jmom16o,video-slider-response,maybe_line_new_1_1cut,-39,maybe_1
27,q8jmom16o,video-slider-response,yes_line_9_1cut,-43,yes_1
27,q8jmom16o,video-slider-response,yes_line_10_1cut,-50,yes_1
27,q8jmom16o,video-slider-response,maybe_line_new_3_1cut,-23,maybe_1
27,q8jmom16o,video-slider-response,no_line_3_1cut,16,no_1
27,q8jmom16o,video-slider-response,yes_line_7_1cut,-44,yes_1
27,q8jmom16o,video-slider-response,maybe_line_new_5_1cut,-50,maybe_1
27,q8jmom16o,video-slider-response,maybe_line_new_6_1cut,-41,maybe_1
27,q8jmom16o,video-slider-response,maybe_line_new_2_1cut,-20,maybe_1
27,q8jmom16o,video-slider-response,maybe_line_new_4_1cut,-30,maybe_1
27,q8jmom16o,video-slider-response,no_line_2_1cut,50,no_1
27,q8jmom16o,video-slider-response,yes_line_8_1cut,-47,yes_1
27,q8jmom16o,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""Nope.""},{""name"":""age"",""value"":""37""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""None.""}]",debrief
27,q8jmom16o,html-keyboard-response,"""", ,""""
29,j7evf4x3g,preload,"""","""",""""
29,j7evf4x3g,html-keyboard-response,"""", ,""""
29,j7evf4x3g,html-keyboard-response,"""",y,""""
29,j7evf4x3g,survey-text,"""","{""instructions1"":""collect water""}",instructions
29,j7evf4x3g,survey-text,"""","{""instructions2"":""one""}",instructions
29,j7evf4x3g,survey-text,"""","{""instructions4"":""how much better or worse off everyone would be if everyone stayed in line""}",instructions
29,j7evf4x3g,video-slider-response,maybe_line_new_5_1cut,-50,maybe_1
29,j7evf4x3g,video-slider-response,no_line_3_1cut,9,no_1
29,j7evf4x3g,video-slider-response,no_line_1_1cut,42,no_1
29,j7evf4x3g,video-slider-response,yes_line_10_1cut,1,yes_1
29,j7evf4x3g,video-slider-response,no_line_2_1cut,31,no_1
29,j7evf4x3g,video-slider-response,maybe_line_new_2_1cut,12,maybe_1
29,j7evf4x3g,video-slider-response,yes_line_7_1cut,0,yes_1
29,j7evf4x3g,video-slider-response,maybe_line_new_3_1cut,-8,maybe_1
29,j7evf4x3g,video-slider-response,yes_line_8_1cut,-5,yes_1
29,j7evf4x3g,video-slider-response,maybe_line_new_1_1cut,23,maybe_1
29,j7evf4x3g,video-slider-response,maybe_line_new_4_1cut,0,maybe_1
29,j7evf4x3g,video-slider-response,maybe_line_new_6_1cut,9,maybe_1
29,j7evf4x3g,video-slider-response,yes_line_9_1cut,4,yes_1
29,j7evf4x3g,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""no""},{""name"":""age"",""value"":""41""},{""name"":""gender"",""value"":""other""},{""name"":""comments"",""value"":""no""}]",debrief
29,j7evf4x3g,html-keyboard-response,"""", ,""""
28,vqvvq2fus,preload,"""","""",""""
28,vqvvq2fus,html-keyboard-response,"""", ,""""
28,vqvvq2fus,html-keyboard-response,"""",y,""""
28,vqvvq2fus,survey-text,"""","{""instructions1"":""collect water from a water source""}",instructions
28,vqvvq2fus,survey-text,"""","{""instructions2"":""1""}",instructions
28,vqvvq2fus,survey-text,"""","{""instructions4"":""if everyone stayed in line, or if everyone was at liberty to leave the line""}",instructions
28,vqvvq2fus,video-slider-response,maybe_line_new_1_1cut,-35,maybe_1
28,vqvvq2fus,video-slider-response,maybe_line_new_4_1cut,22,maybe_1
28,vqvvq2fus,video-slider-response,no_line_1_1cut,50,no_1
28,vqvvq2fus,video-slider-response,yes_line_10_1cut,-21,yes_1
28,vqvvq2fus,video-slider-response,maybe_line_new_2_1cut,21,maybe_1
28,vqvvq2fus,video-slider-response,yes_line_8_1cut,8,yes_1
28,vqvvq2fus,video-slider-response,maybe_line_new_3_1cut,25,maybe_1
28,vqvvq2fus,video-slider-response,yes_line_9_1cut,6,yes_1
28,vqvvq2fus,video-slider-response,no_line_3_1cut,40,no_1
28,vqvvq2fus,video-slider-response,no_line_2_1cut,50,no_1
28,vqvvq2fus,video-slider-response,maybe_line_new_5_1cut,-38,maybe_1
28,vqvvq2fus,video-slider-response,yes_line_7_1cut,-37,yes_1
28,vqvvq2fus,video-slider-response,maybe_line_new_6_1cut,16,maybe_1
28,vqvvq2fus,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No""},{""name"":""age"",""value"":""41""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
28,vqvvq2fus,html-keyboard-response,"""", ,""""
31,9qy669hkk,preload,"""","""",""""
31,9qy669hkk,html-keyboard-response,"""", ,""""
31,9qy669hkk,html-keyboard-response,"""",y,""""
31,9qy669hkk,survey-text,"""","{""instructions1"":""To collect one bucket of water each level.""}",instructions
31,9qy669hkk,survey-text,"""","{""instructions2"":""one""}",instructions
31,9qy669hkk,survey-text,"""","{""instructions4"":""I have to think about if everyone would be better off waiting in line to collect the water or leaving the line and heading straight for the water source.""}",instructions
31,9qy669hkk,video-slider-response,no_line_3_1cut,-24,no_1
31,9qy669hkk,video-slider-response,yes_line_10_1cut,-50,yes_1
31,9qy669hkk,video-slider-response,maybe_line_new_1_1cut,-27,maybe_1
31,9qy669hkk,video-slider-response,maybe_line_new_4_1cut,-50,maybe_1
31,9qy669hkk,video-slider-response,yes_line_7_1cut,-50,yes_1
31,9qy669hkk,video-slider-response,maybe_line_new_3_1cut,-28,maybe_1
31,9qy669hkk,video-slider-response,yes_line_9_1cut,-18,yes_1
31,9qy669hkk,video-slider-response,maybe_line_new_2_1cut,-18,maybe_1
31,9qy669hkk,video-slider-response,no_line_2_1cut,22,no_1
31,9qy669hkk,video-slider-response,yes_line_8_1cut,-12,yes_1
31,9qy669hkk,video-slider-response,no_line_1_1cut,-14,no_1
31,9qy669hkk,video-slider-response,maybe_line_new_5_1cut,-50,maybe_1
31,9qy669hkk,video-slider-response,maybe_line_new_6_1cut,0,maybe_1
31,9qy669hkk,survey-html-form,"""","[{""name"":""understand"",""value"":""yes""},{""name"":""problems"",""value"":""No, there were not.""},{""name"":""age"",""value"":""29""},{""name"":""gender"",""value"":""male""},{""name"":""comments"",""value"":""}]",debrief
31,9qy669hkk,html-keyboard-response,"""", ,""""
34,nc57l67lp,preload,"""","""",""""
34,nc57l67lp,html-keyboard-response,"""", ,""""
34,nc57l67lp,html-keyboard-response,"""",y,""""
34,nc57l67lp,survey-text,"""","{""instructions1"":""Quickly collect a bucket of water.""}",instructions
34,nc57l67lp,survey-text,"""","{""instructions2"":""1""}",instructions
34,nc57l67lp,survey-text,"""","{""instructions4"":""Thinking about how much better or worse people would be for staying in line.""}",instructions
34,nc57l67lp,video-slider-response,maybe_line_new_2_1cut,-38,maybe_1
34,nc57l67lp,video-slider-response,maybe_line_new_4_1cut,-50,maybe_1
34,nc57l67lp,video-slider-response,no_line_3_1cut,50,no_1
34,nc57l67lp,video-slider-response,yes_line_9_1cut,-50,yes_1
34,nc57l67lp,video-slider-response,yes_line_8_1cut,-50,yes_1
34,nc57l67lp,video-slider-response,no_line_2_1cut,50,no_1
34,nc57l67lp,video-slider-response,yes_line_10_1cut,-50,yes_1
34,nc57l67lp,video-slider-response,maybe_line_new_6_1cut,-50,maybe_1
34,nc57l67lp,video-slider-response,maybe_line_new_1_1cut,8,maybe_1
34,nc57l67lp,video-slider-response,no_line_1_1cut,50,no_1
34,nc57l67lp,video-slider-response,maybe_line_new_5_1cut,-50,maybe_1
34,nc57l67lp,video-slider-response,yes_line_7_1cut,-46,yes_1
